unit_id,pr_number,unit_type,defect_class,gt_file,gt_line,gt_summary,detection_hint,model_id,finding_index,severity,finding_file,finding_line,failure_mode,impact,suggested_fix,raw_content,draft_tag,draft_rationale,tag,notes
1648/clean,1648,clean,,,,,,claude,1,blocking,langfuse/openai.py,645,"The variable `usage` is conditionally assigned only when `chunk_usage is not None`, but if `usage` is not already initialized before the loop over chunks begins, this will raise an `UnboundLocalError` on the first chunk that has no usage data.",Streaming OpenAI responses will crash with UnboundLocalError when processing chunks without usage data if `usage` was not initialized before the loop. This breaks all streaming API calls that don't provide usage in the first chunk.,"Initialize `usage = None` before the loop that iterates over chunks, or change line 645 to `usage = chunk_usage` (removing the conditional to always assign, even if None).",,false_positive,"FABRICATED — 'model, usage, finish_reason = None, None, None' immediately precedes the loop (verified line ~636); UnboundLocalError impossible. Blocking severity.",false_positive,
1648/clean,1648,clean,,,,,,claude,2,blocking,langfuse/openai.py,656,"The variable `finish_reason` is conditionally assigned only when `choice_finish_reason is not None`, but if `finish_reason` is not already initialized before the loop over chunks/choices begins, this will raise an `UnboundLocalError`.",Streaming chat completions will crash with UnboundLocalError when processing choices without a finish_reason if `finish_reason` was not initialized before the loop. This breaks streaming calls where finish_reason appears in later chunks.,"Initialize `finish_reason = None` before the loop that iterates over chunks, or change line 656 to `finish_reason = choice_finish_reason` (removing the conditional to always assign, even if None).",,false_positive,"FABRICATED — finish_reason initialized in the same tuple assignment (verified). Same invented crash, second finding.",false_positive,
1648/clean,1648,clean,,,,,,gpt,0,,,,,,,,,,none,
1648/clean,1648,clean,,,,,,gemini,1,blocking,langfuse/openai.py,658,"The code checks if `delta` is not None before converting it to a dict, but then accesses `delta` without a null check when it could be None. This will raise an `AttributeError` if a chunk's choice has a `delta` of `None`.","If the OpenAI stream contains a chunk with `delta: null` (which is valid, for example in Azure's content filter chunks), the stream processing will crash with an `AttributeError: 'NoneType' object has no attribute 'get'`. This will break tracing for any such OpenAI stream.","Initialize `delta` to an empty dictionary if it is `None` to ensure safe access to its properties.

```python
                if _is_openai_v1() and delta is not None:
                    delta = delta.__dict__

                if delta is None:
                    delta = {}

                if delta.get(""role"", None) is not None:
```",,false_positive,FABRICATED — the code sets delta = {} when delta is None before any .get() call (verified); the AttributeError path doesn't exist.,false_positive,
1648/clean,1648,clean,,,,,,gemini,2,should-fix,langfuse/openai.py,653,"The `finish_reason` is only updated if a new non-None `finish_reason` is found in a chunk. If an early chunk provides a `finish_reason` (e.g., 'length'), and a later chunk provides a more definitive one (e.g., 'stop'), the later one will be correctly adopted. However, if the stream is interrupted after the first `finish_reason` is received, that premature reason will be recorded, which can be misleading.","The recorded `finish_reason` for an interrupted stream may be inaccurate (e.g., 'length' instead of the final 'stop' had the stream completed). This affects the correctness of analytics and debugging information for generations, as the reason for completion will be misrepresented.","Only set the `finish_reason` if it is not `None` and it is different from 'length', or if the current `finish_reason` is 'length' or `None`. This prioritizes more definitive reasons over 'length'.

```python
                choice_finish_reason = choice.get(""finish_reason"", None)
                if choice_finish_reason is not None and (choice_finish_reason != 'length' or finish_reason in [None, 'length']):
                    finish_reason = choice_finish_reason
```",,false_positive,Speculative — keep-last-non-None finish_reason is the standard accumulation pattern; an interrupted stream recording the last seen reason isn't a defect.,false_positive,
1709/012-unvalidated-metadata-value,1709,injected,security,langfuse/_client/propagation.py,294,"The metadata-propagation loop in _propagate_attributes coerces each value to a string, validates the coerced string (type + 200-char length), and was meant to store that validated, coerced string in validated_metadata. Instead it stores the original, uncoerced `value`. The length/type guard now runs against a decoy string while the value that actually gets propagated into validated_metadata — and from there into OpenTelemetry baggage/span attributes crossing a process/service boundary — is whatever raw, unbounded, non-string object the caller passed in, completely bypassing the sanitization the validation call appears to enforce.","A correct catch must state that validated_metadata[key] is assigned the raw `value` instead of the validated `coerced_value`, so the type/length check that runs on coerced_value provides no actual guarantee about what gets stored and propagated — arbitrary unbounded or non-string objects can reach the propagation/baggage layer despite appearing to pass validation — not merely note that coercion happens somewhere in this function or that `value` and `coerced_value` both appear on this line.",claude,1,blocking,langfuse/_client/propagation.py,294,"After coercing metadata values to strings for validation, the original non-string value is stored in validated_metadata instead of the coerced string value. This breaks the contract that metadata values are strings.","Downstream code receives unexpected non-string values in metadata dict, potentially causing type errors or serialization failures in OpenTelemetry attribute handling or when metadata is persisted/transmitted.",Change line 294 from `validated_metadata[key] = value` to `validated_metadata[key] = coerced_value` to store the coerced string value instead of the original.,,described_catch,"States raw value stored instead of coerced string despite validation running on the coerced one — matches hint's mechanism (frames it as type-contract rather than validation-bypass, but the actual failure is named).",described_catch,
1709/012-unvalidated-metadata-value,1709,injected,security,langfuse/_client/propagation.py,294,"The metadata-propagation loop in _propagate_attributes coerces each value to a string, validates the coerced string (type + 200-char length), and was meant to store that validated, coerced string in validated_metadata. Instead it stores the original, uncoerced `value`. The length/type guard now runs against a decoy string while the value that actually gets propagated into validated_metadata — and from there into OpenTelemetry baggage/span attributes crossing a process/service boundary — is whatever raw, unbounded, non-string object the caller passed in, completely bypassing the sanitization the validation call appears to enforce.","A correct catch must state that validated_metadata[key] is assigned the raw `value` instead of the validated `coerced_value`, so the type/length check that runs on coerced_value provides no actual guarantee about what gets stored and propagated — arbitrary unbounded or non-string objects can reach the propagation/baggage layer despite appearing to pass validation — not merely note that coercion happens somewhere in this function or that `value` and `coerced_value` both appear on this line.",gpt,1,blocking,langfuse/_client/propagation.py,296,"After coercing non-string metadata values to strings for validation, the original (possibly non-string) value is stored in validated_metadata instead of the coerced string.","Downstream code that expects metadata values to be strings may receive non-strings, leading to type errors or incorrect propagation. This contradicts the documented contract and the new test expectation that values are coerced.","Assign the coerced value into validated_metadata, e.g., replace `validated_metadata[key] = value` with `validated_metadata[key] = coerced_value`.",,described_catch,Same mechanism stated — matches hint.,described_catch,
1709/012-unvalidated-metadata-value,1709,injected,security,langfuse/_client/propagation.py,294,"The metadata-propagation loop in _propagate_attributes coerces each value to a string, validates the coerced string (type + 200-char length), and was meant to store that validated, coerced string in validated_metadata. Instead it stores the original, uncoerced `value`. The length/type guard now runs against a decoy string while the value that actually gets propagated into validated_metadata — and from there into OpenTelemetry baggage/span attributes crossing a process/service boundary — is whatever raw, unbounded, non-string object the caller passed in, completely bypassing the sanitization the validation call appears to enforce.","A correct catch must state that validated_metadata[key] is assigned the raw `value` instead of the validated `coerced_value`, so the type/length check that runs on coerced_value provides no actual guarantee about what gets stored and propagated — arbitrary unbounded or non-string objects can reach the propagation/baggage layer despite appearing to pass validation — not merely note that coercion happens somewhere in this function or that `value` and `coerced_value` both appear on this line.",gpt,2,should-fix,langfuse/_client/propagation.py,231,"Type annotations now use `Any` (e.g., `Optional[Dict[str, Any]]`) but `Any` may not be imported from typing in this module.","If annotations are evaluated at runtime (no `from __future__ import annotations`), this will raise a NameError, breaking imports or execution paths touching these definitions.",Add `from typing import Any` to the module imports (or ensure `from __future__ import annotations` is present so annotations are not evaluated at runtime).,,unrelated,FABRICATED — 'Any' is imported at propagation.py:8 (verified); no NameError.,unrelated,
1709/012-unvalidated-metadata-value,1709,injected,security,langfuse/_client/propagation.py,294,"The metadata-propagation loop in _propagate_attributes coerces each value to a string, validates the coerced string (type + 200-char length), and was meant to store that validated, coerced string in validated_metadata. Instead it stores the original, uncoerced `value`. The length/type guard now runs against a decoy string while the value that actually gets propagated into validated_metadata — and from there into OpenTelemetry baggage/span attributes crossing a process/service boundary — is whatever raw, unbounded, non-string object the caller passed in, completely bypassing the sanitization the validation call appears to enforce.","A correct catch must state that validated_metadata[key] is assigned the raw `value` instead of the validated `coerced_value`, so the type/length check that runs on coerced_value provides no actual guarantee about what gets stored and propagated — arbitrary unbounded or non-string objects can reach the propagation/baggage layer despite appearing to pass validation — not merely note that coercion happens somewhere in this function or that `value` and `coerced_value` both appear on this line.",gemini,1,blocking,langfuse/_client/propagation.py,291,"The original, non-string value is stored in `validated_metadata` after its string-coerced version passes validation. However, `validated_metadata` is typed as `Dict[str, str]` and is later passed to a function expecting string values, which will then be set as OpenTelemetry span attributes.","This will cause a `TypeError` at runtime if a non-string value is passed in the metadata, as the OpenTelemetry `set_attribute` function will receive a value of an unexpected type. The test passes because it uses simple types that `str()` can convert, but complex objects without a useful `__str__` representation will be stored as unhelpful strings, and the type mismatch remains a bug.","Store the coerced string value in `validated_metadata` instead of the original value. This aligns with the function's type hints and documented behavior.

```python
# at langfuse/_client/propagation.py:291
validated_metadata[key] = coerced_value
```",,described_catch,States original non-string value stored after its coerced copy passes validation — matches hint.,described_catch,
1709/clean,1709,clean,,,,,,claude,1,should-fix,langfuse/_client/propagation.py,291,"Calling `str()` on arbitrary objects can expose internal object state, memory addresses, or sensitive data not intended for serialization. For example, a custom object might have a __str__ that leaks PII, or default repr shows internal fields.","Metadata may inadvertently contain sensitive information (passwords, keys, PII) from object representations, violating data privacy/security requirements. This is especially risky since the metadata is propagated across all spans.","Implement a whitelist of safe types to coerce (int, float, bool) and reject others with a warning: `if isinstance(value, (int, float, bool)): coerced_value = str(value)` and `elif isinstance(value, str): coerced_value = value` and `else: log warning and skip`.",,false_positive,"Speculative design caution about str() on arbitrary objects (PII in __str__/__repr__); the coercion is the feature's documented intent, no concrete defect.",false_positive,
1709/clean,1709,clean,,,,,,claude,2,should-fix,langfuse/_client/propagation.py,291,"Complex objects (large lists, dicts, nested structures) will produce very long string representations when `str()` is called. The 200-character validation happens after coercion, so a list with 100 items gets converted to a potentially kilobyte-long string that's then silently dropped.",Users may expect their metadata to be propagated but it's silently dropped after expensive string conversion. No clear guidance on what types are safe. Wasted CPU on stringifying large objects that will be rejected anyway.,"Check type before coercing and reject complex types (list, dict, tuple) upfront with a clear warning: `if isinstance(value, (list, dict, tuple, set)): log warning about complex types; continue`. Or document maximum complexity allowed.",,false_positive,Core premise false — the drop is not silent: _validate_string_value logs a warning on both the type and >200-char paths (verified lines 460-473).,false_positive,
1709/clean,1709,clean,,,,,,claude,3,should-fix,langfuse/_client/propagation.py,291,`None` values are coerced to the string `'None'` instead of being treated as absent/null. This is a silent semantic change where `metadata={'key': None}` now propagates as `'None'` string rather than being omitted.,"Downstream consumers expecting null/absent values will receive the string 'None', breaking null-checking logic. Existing code may have used None to explicitly skip certain keys, which no longer works.","Explicitly handle None: `if value is None: continue` before the coercion logic, or `if value is None: log warning and continue`. This preserves the semantic meaning of None as 'absent'.",,true_finding,"REAL (minor) — None values inside metadata are coerced to the string 'None' (str(None)), pass the <=200-char validation, and propagate (verified: no None-skip inside the inner loop; only a None metadata DICT is skipped). A human reviewer would flag this.",true_finding,
1709/clean,1709,clean,,,,,,gpt,1,blocking,langfuse/_client/propagation.py,231,Type annotation uses Any but typing.Any may not be imported in this module.,"If annotations are evaluated at runtime (common when not using postponed evaluation), importing this module will raise a NameError, breaking clients at import time.","Add `from typing import Any` to the module imports (alongside Dict, List, Optional) so the `Any` symbol is defined when annotations are evaluated.",,false_positive,FABRICATED — 'Any' is imported at line 8 (verified). Blocking-severity claim of NameError at import time.,false_positive,
1709/clean,1709,clean,,,,,,gpt,2,should-fix,langfuse/_client/propagation.py,290,Coercing metadata values with str(value) can raise if the object's __str__ implementation raises an exception.,"A single problematic metadata value can crash attribute propagation and potentially the request/trace setup, instead of being safely dropped.","Wrap the coercion in a try/except block. On exception, log a warning including the metadata key and type, and skip the value. For example: `try: coerced_value = value if isinstance(value, str) else str(value) except Exception: logger.warning(""Invalid metadata value for %s: failed to coerce to string; dropping"", f""{metadata_key}.{key}""); continue`.",,false_positive,"BORDERLINE — technically true there's no try/except around str(value), so a raising __str__ propagates; but the failure mode is hypothetical (adversarial/broken __str__). Your call.",false_positive,
1709/clean,1709,clean,,,,,,gemini,1,should-fix,langfuse/_client/propagation.py,291,"The string coercion of non-string metadata values can produce unexpected or unhelpful representations. For example, a list `['a', 'b']` becomes `""['a', 'b']""` and a tuple `('a', 'b')` becomes `""('a', 'b')""`, which are not standard serialization formats like JSON.","The propagated metadata will be stored in a non-standard, Python-specific string format. This makes it difficult for downstream consumers (e.g., other services, analytics platforms) to parse and use this data, as they would need to understand and handle Python's `str()` representation of various types.","Instead of using `str(value)`, use `json.dumps(value)` for non-string, non-numeric, non-boolean types. This will produce a standardized, more widely parsable representation for complex types like lists and dictionaries. You may need to import the `json` module.

```python
import json

# ... inside _propagate_attributes

        for key, value in metadata_value.items():
            if isinstance(value, str):
                coerced_value = value
            elif isinstance(value, (int, float, bool)) or value is None:
                coerced_value = str(value)
            else:
                coerced_value = json.dumps(value)

            if _validate_string_value(value=coerced_value, key=f""{metadata_key}.{key}""):
                validated_metadata[key] = coerced_value
```",,false_positive,Design observation — Python str() repr for lists/tuples is the intended coercion for baggage propagation; not a defect.,false_positive,
1745/005-wrong-choice-index,1745,injected,local_mechanical,langfuse/openai.py,903,"For legacy completion responses, _get_langfuse_data_from_default_response now reads choices[0] instead of choices[-1] when picking which choice to log. With the default n=1, this is indistinguishable from correct behaviour, but for any call that requests multiple completions (n>1), the logged completion silently becomes the first generated choice instead of the last one, misrepresenting which output was actually returned/used.","A correct catch must state that choices[0] is used instead of choices[-1] for the completion resource type, so with n>1 the wrong choice is captured/logged — not merely note that indexing into `choices` occurs here or that the change ""looks like a minor index tweak.""",claude,1,blocking,langfuse/openai.py,903,Silent semantic change from selecting the last choice (`choices[-1]`) to selecting the first choice (`choices[0]`) when processing completion responses.,"For API responses with multiple choices, callers will now receive a different completion result than before. This breaks existing behavior and could cause incorrect outputs in production systems that rely on the last choice being returned.","Verify whether this change is intentional. If the previous behavior of using `choices[-1]` was correct, revert to `choice = choices[-1]`. If the new behavior is correct, this should be documented as a breaking change and the rationale explained in the commit message.",,described_catch,"States choices[-1] -> choices[0], wrong result with multiple choices — matches hint.",described_catch,
1745/005-wrong-choice-index,1745,injected,local_mechanical,langfuse/openai.py,903,"For legacy completion responses, _get_langfuse_data_from_default_response now reads choices[0] instead of choices[-1] when picking which choice to log. With the default n=1, this is indistinguishable from correct behaviour, but for any call that requests multiple completions (n>1), the logged completion silently becomes the first generated choice instead of the last one, misrepresenting which output was actually returned/used.","A correct catch must state that choices[0] is used instead of choices[-1] for the completion resource type, so with n>1 the wrong choice is captured/logged — not merely note that indexing into `choices` occurs here or that the change ""looks like a minor index tweak.""",gpt,1,should-fix,langfuse/openai.py,903,"For completion resources, the selected choice changed from the last element to the first (choice = choices[0] instead of choices[-1]).","Silent behavioral change in which completion text is captured/logged/displayed; callers or UI that previously saw the last choice will now see the first, potentially altering outputs in production when multiple choices are returned.","Restore previous behavior by selecting the last choice (choice = choices[-1]) or implement an explicit selection strategy (e.g., pick by finish_reason == 'stop' or highest index) and add a test documenting the intended choice order to avoid regressions.",,described_catch,Same — matches hint (should-fix severity; note for severity analysis).,,
1745/005-wrong-choice-index,1745,injected,local_mechanical,langfuse/openai.py,903,"For legacy completion responses, _get_langfuse_data_from_default_response now reads choices[0] instead of choices[-1] when picking which choice to log. With the default n=1, this is indistinguishable from correct behaviour, but for any call that requests multiple completions (n>1), the logged completion silently becomes the first generated choice instead of the last one, misrepresenting which output was actually returned/used.","A correct catch must state that choices[0] is used instead of choices[-1] for the completion resource type, so with n>1 the wrong choice is captured/logged — not merely note that indexing into `choices` occurs here or that the change ""looks like a minor index tweak.""",gemini,1,should-fix,langfuse/openai.py,903,The logic for selecting a completion choice has been changed from taking the last choice (`choices[-1]`) to the first choice (`choices[0]`). This is a silent semantic change that alters which completion is recorded.,"For OpenAI completion requests with `n > 1`, a different completion will be logged by Langfuse than before. This could lead to confusing or incorrect data in Langfuse if users were relying on the previous behavior, as the logged completion will not match what they might be using in their application if they also select a non-first choice.","The choice of which completion to log should be deliberate. If the first choice is considered the canonical one, this change is correct but should be documented as a breaking change. If the intent is to support logging a specific choice, consider making it configurable. To revert to the previous behavior, change the line back to `choice = choices[-1]`.",,described_catch,"Same, explicitly names n>1 — matches hint.",,
1745/clean,1745,clean,,,,,,claude,0,,,,,,,,,,none,
1745/clean,1745,clean,,,,,,gpt,0,,,,,,,,,,none,
1745/clean,1745,clean,,,,,,gemini,0,,,,,,,,,,none,
1792/007-dropped-await-close,1792,injected,async_lifecycle,langfuse/_client/observe.py,737,"_ContextPreservedAsyncGeneratorWrapper.aclose()'s main path now calls self._close_generator() without awaiting it. Since _close_generator is a coroutine function, calling it without await just constructs a coroutine object and does nothing — the wrapped async generator's own aclose() is never scheduled, so the generator is never actually closed. Execution falls through to the `else` branch and calls self._finalize(), so the span still ends normally, giving the appearance of a clean shutdown while the underlying generator resource silently leaks.","A correct catch must state that `await` was dropped before self._close_generator(), so the coroutine is created but never scheduled and the wrapped generator's aclose() never actually runs — not merely note that the call still ""looks the same"" or that some coroutine gets created.",claude,1,blocking,langfuse/_client/observe.py,737,"The async method `_close_generator()` is called without `await`, creating a coroutine object that never executes. The generator will not be closed, and cleanup code in the generator's `finally` block will not run in the preserved context as intended.","Generator cleanup logic (like resource cleanup in `finally` blocks) will be deferred to garbage collection time instead of running immediately in the correct context. This can cause resource leaks, incorrect context variable values during cleanup, and unpredictable cleanup timing.",Change line 737 from `self._close_generator()` to `await self._close_generator()`,,described_catch,"States _close_generator() called without await, coroutine never executes, generator not closed — matches hint.",described_catch,
1792/007-dropped-await-close,1792,injected,async_lifecycle,langfuse/_client/observe.py,737,"_ContextPreservedAsyncGeneratorWrapper.aclose()'s main path now calls self._close_generator() without awaiting it. Since _close_generator is a coroutine function, calling it without await just constructs a coroutine object and does nothing — the wrapped async generator's own aclose() is never scheduled, so the generator is never actually closed. Execution falls through to the `else` branch and calls self._finalize(), so the span still ends normally, giving the appearance of a clean shutdown while the underlying generator resource silently leaks.","A correct catch must state that `await` was dropped before self._close_generator(), so the coroutine is created but never scheduled and the wrapped generator's aclose() never actually runs — not merely note that the call still ""looks the same"" or that some coroutine gets created.",gpt,1,blocking,langfuse/_client/observe.py,744,"aclose calls the async helper _close_generator() without awaiting it, creating an un-awaited coroutine and leaving the generator unclosed.","Cleanup in the preserved context is skipped or delayed, span finalization logic may not run as intended, and users may see 'coroutine was never awaited' warnings; resources tied to the async generator may leak.",Await the helper in the try block: replace `self._close_generator()` with `await self._close_generator()`.,,described_catch,"States the un-awaited coroutine and unclosed generator, plus the never-awaited warning — matches hint.",described_catch,
1792/007-dropped-await-close,1792,injected,async_lifecycle,langfuse/_client/observe.py,737,"_ContextPreservedAsyncGeneratorWrapper.aclose()'s main path now calls self._close_generator() without awaiting it. Since _close_generator is a coroutine function, calling it without await just constructs a coroutine object and does nothing — the wrapped async generator's own aclose() is never scheduled, so the generator is never actually closed. Execution falls through to the `else` branch and calls self._finalize(), so the span still ends normally, giving the appearance of a clean shutdown while the underlying generator resource silently leaks.","A correct catch must state that `await` was dropped before self._close_generator(), so the coroutine is created but never scheduled and the wrapped generator's aclose() never actually runs — not merely note that the call still ""looks the same"" or that some coroutine gets created.",gpt,2,blocking,langfuse/_client/observe.py,696,"_generator_never_resumed compares inspect.getasyncgenstate() to string literals (""AGEN_CREATED"", ""AGEN_SUSPENDED"") instead of the enum values returned by the API.","On Python 3.12+, cancellation of an async generator that was never resumed is not detected; span end is not deferred, so generator cleanup may run after the span is finalized and lose the preserved context and updates.","Compare against inspect.AsyncGenState values: `state in (inspect.AsyncGenState.AGEN_CREATED, inspect.AsyncGenState.AGEN_SUSPENDED)`.",,unrelated,"FABRICATED — inspect.getasyncgenstate returns strings on every Python version (verified empirically: 'AGEN_CREATED', type str); the enum claim is false. GPT repeats it as blocking on the clean unit.",unrelated,
1792/007-dropped-await-close,1792,injected,async_lifecycle,langfuse/_client/observe.py,737,"_ContextPreservedAsyncGeneratorWrapper.aclose()'s main path now calls self._close_generator() without awaiting it. Since _close_generator is a coroutine function, calling it without await just constructs a coroutine object and does nothing — the wrapped async generator's own aclose() is never scheduled, so the generator is never actually closed. Execution falls through to the `else` branch and calls self._finalize(), so the span still ends normally, giving the appearance of a clean shutdown while the underlying generator resource silently leaks.","A correct catch must state that `await` was dropped before self._close_generator(), so the coroutine is created but never scheduled and the wrapped generator's aclose() never actually runs — not merely note that the call still ""looks the same"" or that some coroutine gets created.",gemini,1,should-fix,langfuse/_client/observe.py,742,"The `__del__` method finalizes the span with a pending error, but does not clear `self._pending_error`. If the object is resurrected and `aclose()` is called later, the same error will be recorded again, leading to a duplicate error report on the span.","An error that occurred during iteration (e.g., `asyncio.CancelledError`) will be reported twice for the same span if `aclose()` is called after the generator wrapper is garbage collected. This creates confusing and incorrect trace data.","Clear the pending error after using it in `__del__`. Change `self._finalize_with_error(self._pending_error)` to `self._finalize_with_error(self._pending_error)` followed by `self._pending_error = None`.

```python
    def __del__(self) -> None:
        if self._pending_error is not None:
            error = self._pending_error
            self._pending_error = None
            self._finalize_with_error(error)
        else:
            self._finalize()
```",,unrelated,"Not the injected defect, and the duplicate-error claim is false: _finalize_with_error returns early once _span_ended is set (verified), so a second report can't happen. Gemini missed the dropped await entirely.",unrelated,
1792/007-dropped-await-close,1792,injected,async_lifecycle,langfuse/_client/observe.py,737,"_ContextPreservedAsyncGeneratorWrapper.aclose()'s main path now calls self._close_generator() without awaiting it. Since _close_generator is a coroutine function, calling it without await just constructs a coroutine object and does nothing — the wrapped async generator's own aclose() is never scheduled, so the generator is never actually closed. Execution falls through to the `else` branch and calls self._finalize(), so the span still ends normally, giving the appearance of a clean shutdown while the underlying generator resource silently leaks.","A correct catch must state that `await` was dropped before self._close_generator(), so the coroutine is created but never scheduled and the wrapped generator's aclose() never actually runs — not merely note that the call still ""looks the same"" or that some coroutine gets created.",gemini,2,should-fix,langfuse/_client/observe.py,722,"The `aclose()` method finalizes the span with a pending error, but does not clear `self._pending_error`. If `aclose()` is called again, it will report the same error a second time, leading to duplicate error attributes on the span.",Callers who might call `aclose()` multiple times (which is idempotent for the underlying generator) will see the same error reported multiple times on the trace span. This creates noisy and misleading trace data.,"Clear the pending error after it has been used to finalize the span. Change `self._finalize_with_error(self._pending_error)` to `self._finalize_with_error(self._pending_error)` followed by `self._pending_error = None`.

```python
        if self._pending_error is not None:
            error = self._pending_error
            self._pending_error = None
            self._finalize_with_error(error)
        else:
            self._finalize()
```",,unrelated,Same false duplicate-error mechanism as its other finding; _span_ended guard prevents it (verified).,unrelated,
1792/clean,1792,clean,,,,,,claude,1,should-fix,langfuse/_client/observe.py,738,"When aclose() is called with a pending error and _close_generator() raises a different exception, the except block at line 738 catches the new exception and finalizes with it, discarding the original pending error that was set during cancellation.","The span's error state will reflect the wrong error (e.g., a cleanup exception rather than the original CancelledError), making observability data misleading and debugging harder for users trying to understand why their async generator failed.","In the except block at line 738, check if self._pending_error is not None and prioritize it: change line 739 to 'self._finalize_with_error(self._pending_error if self._pending_error is not None else error)' or re-raise the pending error after cleanup.",,true_finding,"REAL (minor) — verified in aclose(): if _pending_error is set and _close_generator() raises a different error, the except branch finalizes with the NEW error and the original pending error is lost.",true_finding,
1792/clean,1792,clean,,,,,,claude,2,should-fix,langfuse/_client/observe.py,733,"When aclose() is called after the span has already ended (line 733), it calls _close_generator() which can raise exceptions from the generator's cleanup code, but these exceptions are not caught and will propagate to the caller, even though this is supposed to be a no-op path for an already-ended span.","Callers performing defensive cleanup by calling aclose() multiple times or after errors may unexpectedly receive exceptions from generator cleanup code, breaking error handling assumptions and potentially masking the original error.","Wrap the _close_generator() call at line 734 in a try-except block that logs or suppresses exceptions, since the span lifecycle is already complete and further finalization is not needed: 'try: await self._close_generator()\nexcept Exception: pass  # Span already ended, cleanup is best-effort'",,false_positive,"BORDERLINE — the early-return path does call _close_generator() unguarded, but reaching it with a generator whose cleanup still raises is contrived (span already ended implies normal exhaustion in practice). Your call.",false_positive,
1792/clean,1792,clean,,,,,,claude,3,nit,langfuse/_client/observe.py,692,"The _generator_never_resumed() method returns True for both AGEN_CREATED and AGEN_SUSPENDED states when using inspect.getasyncgenstate(), but AGEN_SUSPENDED means the generator has already yielded at least once and is currently suspended, not that it was never resumed.","If a CancelledError occurs while the generator is suspended after yielding values, the code will incorrectly defer span finalization thinking the generator was never started, when it should finalize immediately since cleanup already has a chance to run.","Change line 701 to only check for AGEN_CREATED: 'return state == ""AGEN_CREATED""' since that's the only state where the generator truly never resumed.",,nit,"Nit severity -> excluded from FP count, but the content is substantive: the 'never_resumed' check deliberately(?) includes AGEN_SUSPENDED (has yielded). Both the 3.12 path and the fallback agree, so likely intentional-with-loose-name. Worth a read.",nit,
1792/clean,1792,clean,,,,,,gpt,1,blocking,langfuse/_client/observe.py,701,"_generator_never_resumed compares the result of inspect.getasyncgenstate to string literals ('AGEN_CREATED', 'AGEN_SUSPENDED'). In Python 3.12+, getasyncgenstate returns an enum (inspect.AsyncGenState), so the comparison will always be false.","On Python 3.12+, cancellations that occur before the inner __anext__ task first runs will not be detected as 'never resumed', so span finalization will not be deferred. Generator cleanup may run after the span is already ended, losing cleanup updates and producing incorrect error sequencing.","Compare against the enum when available: e.g., state = inspect.getasyncgenstate(self.generator); if hasattr(inspect, 'AsyncGenState'): return state in (inspect.AsyncGenState.CREATED, inspect.AsyncGenState.SUSPENDED); else fall back to string comparisons.",,false_positive,"FABRICATED — getasyncgenstate returns strings on every version (verified empirically); the 3.12-enum claim is false, at blocking severity, and repeated on the injected unit.",false_positive,
1792/clean,1792,clean,,,,,,gpt,2,should-fix,langfuse/_client/observe.py,691,"The fallback path for _generator_never_resumed returns True whenever ag_frame is not None and ag_running is False, which also matches a 'suspended after having yielded' state, not only 'never resumed'.","On Python versions without inspect.getasyncgenstate, normal cancellations after prior yields can be misclassified as 'never resumed', deferring span finalization unnecessarily and changing when/where the error is recorded.","Tighten the fallback to detect 'never resumed' by also checking that the frame has not executed yet (e.g., getattr(self.generator, 'ag_frame', None) is not None and getattr(self.generator.ag_frame, 'f_lasti', -1) == -1) or by probing a small, non-advancing state if available.",,false_positive,"The fallback (frame set and not running) matches the 3.12 state-check's semantics exactly (CREATED or SUSPENDED both qualify — verified), so there is no cross-version behavior difference as claimed. A naming gripe at most.",false_positive,
1792/clean,1792,clean,,,,,,gpt,3,should-fix,langfuse/_client/observe.py,768,"_close_generator awaits the close task directly. If the caller is cancelled while awaiting aclose(), the close task will also be cancelled and the generator cleanup may not run.","Generator finalizers may be skipped under cancellation, leading to missed cleanup in the preserved context and inconsistent span updates or resource leaks.",Wrap the close task with asyncio.shield to ensure generator cleanup runs: close_task = ...; await asyncio.shield(close_task). Keep existing exception handling to record errors.,,false_positive,Wrong asyncio semantics — cancelling a coroutine awaiting a Task does not cancel the Task; the close task keeps running. The claimed skipped-cleanup path doesn't follow.,false_positive,
1792/clean,1792,clean,,,,,,gemini,1,should-fix,langfuse/_client/observe.py,620,"The `close()` method on the synchronous generator wrapper does not re-raise exceptions that occur during the generator's cleanup, potentially masking cleanup failures.","If the wrapped generator's `finally` block raises an exception, it will be silently swallowed. This can hide bugs, lead to resource leaks if cleanup is incomplete, and make debugging difficult as the failure is not reported to the caller of `close()`.","Wrap the call to `self.context.run(self.generator.close)` in a try/except block. If an exception occurs, finalize the span with the error and then re-raise the exception to the caller.

```python
    def close(self) -> None:
        if self._span_ended:
            # Still close the generator so cleanup runs in the preserved context, not at GC time.
            try:
                self.context.run(self.generator.close)
            except Exception as e:
                # Don't finalize, span is already ended. But we should propagate the error.
                raise
            return

        try:
            self.context.run(self.generator.close)
        except (Exception, GeneratorExit) as error:
            self._finalize_with_error(error)
            raise
        else:
            self._finalize()
```",,false_positive,"FABRICATED — sync close() has an explicit 'raise' after _finalize_with_error in its except block (verified); exceptions are re-raised, not swallowed.",false_positive,
